"","MekDD_1_1","Aktmyr_1_2","ARPE19_1_3","RasV12_1_4","T53D4_1_5","MekDD_3_1","Aktmyr_3_2","ARPE19_3_3","RasV12_3_4","T53D4_3_5","RasV12_2_4","T53D4_2_5","MekDD_2_1","Aktmyr_2_2","ARPE19_2_3"
"NFIX",11.6033838312643,12.1113633250225,12.0837832061053,10.9987943242707,12.1921782269546,11.5790069235133,11.4814389499437,11.5658078968037,10.9946254041131,11.677738256023,10.9786598735596,11.4571735824822,11.2838443717167,11.873555776732,11.5335515397906
"LYL1",5.50419346197799,4.9086556807358,4.9789668080217,4.88147148434961,5.10906521423759,5.0806830193879,4.68270901305381,4.81261188863426,4.51837944240679,4.84931386809154,5.07947324450897,4.93184015323959,5.37175721605019,4.52470872524339,4.907686708792
"TRMT1",9.98094170235673,9.37553471440161,10.0869701744317,10.2429588015739,10.2844791452543,10.0892741927398,9.70636304932541,10.1953204916555,10.2523235321943,10.2635415900809,10.4733222574499,10.1501114362524,10.1920823219699,9.74474490133346,10.1488936362601
"NACC1",11.7866333727829,11.6400202387406,11.8516361354665,11.9700937097611,11.9323306895032,11.795845262093,11.7095977064081,11.8885345019079,12.0329660247624,11.8896753837874,11.9527100331975,11.515293788555,11.5613319424726,11.6389540846498,11.6477866737719
"STX10",10.2306188294438,10.1248024983371,10.1067911330861,10.4080793678739,10.2645629776924,10.3818646133183,10.1587829586085,10.1396601212704,10.3306887676838,10.2903377875747,10.4601054368267,10.2816910275863,10.4323945236147,10.13897822628,10.0494813391082
"IER2",11.3582092683388,10.8466631242354,10.9379164932241,12.3135946533384,11.3098236962728,11.0583540441674,10.1795976083993,10.4410917450529,12.0869779425504,10.5984571512035,11.9819998084566,10.3658192693259,10.9781471049511,10.3047453349683,10.3632550097889
"CCDC130",9.00862900862982,8.97205277999694,8.9857926825406,9.22331663816464,9.04199598053158,8.82211905297152,8.89253192915466,8.48280795681291,9.03256714355043,8.99583515771708,9.10292709460456,8.9865801763367,9.04832830182929,9.00574339199441,8.85975009475407
"C19orf53",10.9531437354675,10.7687654985473,10.9098850055558,11.1900629086158,10.9643270532369,11.0002895560445,11.0354897459296,10.9940663861647,11.1251644781059,11.0530896587272,11.3011234680982,10.9752560677076,10.936220214058,10.841342004301,11.0043248072147
"C19orf57",6.62223937286495,6.45670431909113,6.08240990492819,6.43885661767498,6.58456468203382,6.65197498687448,6.26784031124564,6.29009734344776,6.29103886027051,6.54876619091834,6.17131062777109,6.51241247773585,6.66432241413297,6.21231789808023,5.85333489607243
"CC2D1A",10.4530659160894,10.5536625169774,10.5306174145165,10.3432118766221,10.6904161794158,10.5573342535952,10.7060535015535,10.4128468687202,10.3387716058313,10.7431830939759,10.7163143687777,10.796110295645,10.7058025133224,11.0024729211758,10.5288539473216
